title	start	end	name	year
The Disenchantment of American Liberalism: European Social Theory and the Travails of Mass Democracy, 1945-62	1945	1962	Patrick LaPierre	2008
Racedressers and Crossdressers: Gender, Race, and Sex on the American Vaudeville Stage, 1895-1925	1895	1925	Kathleen Casey	2010
A Modern Necessity: Feminism, Popular Culture, and American Womanhood, 1920-48	1920	1948	Michelle Finn	2012
Billy Graham, American Evangelicalism, and the Cold War Clash of Messianic Visions, 1945-63	1945	1963	Jay Learned	2012
Managing Discord in the Americas: Great Britain and the United States, 1886-96	1886	1896	Charles Maier	2010
American Protestant Missions and Communist China, 1946–50	1946	1950	David Galligan	1952
The Social Ideas of American Historians, 1815-1865	1815	1865	Philip Marshall	1963
William E. Borah and American Foreign Policy, 1907-1929	1907	1929	Robert Maddox	1964
Nelson Trusler Johnson: The United States and the Rise of Nationalist China, 1925-1937	1925	1937	Daniel Starr	1967
Progressivism and the Open Door: America and China, 1901-1921	1901	1921	Jerome Israel	1967
United States Occupation of Haiti, 1915-1934	1915	1934	Hans Schmidt	1968
The United States Merchant Marine and American Commercial Expansion, 1860-1920	1860	1920	Jeffrey Safford	1968
The Influence of Frank A. Vanderlip and the National City Bank on American Commerce and Foreign Policy, 1910-1920	1910	1920	Robert Mayer	1968
The 'Practical' Peace Advocates: An Interpretation of the American Peace Movement, 1898-1917	1898	1917	Michael Lutzker	1969
New Jersey and the American Revolution: The Establishment of a Government Amid Civil and Military Disorder, 1770–1781	1770	1781	David Bernstein	1970
The War Finance Corporation in the Politics of War and Reconstruction, 1917-1923	1917	1923	Michael Goldman	1972
Ideology and the Coming of Professionalism: American Urban Police in the 1920s and 1930s	1930	1930	Kevin Jordan	1972
Peace through Strength: Strategic Air Power and the Mobilization of the United States for the Pursuit of Foreign Policy, 1945-1955	1945	1955	Donald Mrozek	1972
The Role of Afro-Americans in the Origin and Work of the American Missionary Association: 1839-1877	1839	1877	Clara DeBoer	1973
Pawn of Empires: A Study of United States-Middle East Policy, 1945-1953	1945	1953	Harvey Fields	1975
The Afro-American Community of Newark, 1917-1947: A Social History	1917	1947	Clement Price	1975
American Foreign Investments and Foreign Policy: The Railroad Experience, 1865-1898	1865	1898	Thomas O'Horo	1976
Cotton-Textile Diplomacy: Japan, Great Britain, and the United States, 1930-1936	1930	1936	Osamu Ishii	1977
Fear, Anxiety, and Hope: The Response to Prostitution in the United States, 1900-1920	1900	1920	Mark Connelly	1977
The CPUSA's Approach to Literature in the 1930s: Socialist Realism and the American Party's 'Line' on Literature	1930	1930	Lawrence Schwartz	1977
The Many-Faced Custom: Christmas Gift-Giving in America, 1900-1940	1900	1940	William Wails	1978
The United States Census and the New Jersey Urban Occupational Structure, 1870-1940	1870	1940	Margo Conk	1978
Jock and Jill: Aspects of Women's Sports History in America, 1870-1940	1870	1940	Stephanie Twin	1978
Deliverance from Dictatorship: American Diplomacy towards France during the 1940s	1940	1940	William Loveland	1979
American Monetary Reform and Expansion, 1893-1905	1893	1905	Paul Burlin	1984
United States Foreign Policy toward Fascist Italy, 1922-1940	1922	1940	David Schmitz	1985
Lions in the Woods: The United States Confronts Economic Nationalism in Latin America, 1917-1929	1917	1929	Michael Krenn	1985
Free Love: Marriage and Middle Class Radicalism in America, 1825-1860	1825	1860	John Spurlock	1987
The Sign of Contradiction: Catholic Personalism in American Culture, 1933-1962 	1933	1962	James Fisher	1987
As the Twig is Bent: American Psychiatry and the Troublesome Child, 1890-1940	1890	1940	Kathleen Jones	1989
Sail to Steam: The Development of Steam Technology in the United States Navy, 1838-1865	1838	1865	Barbara Tomblin	1989
From the Machine Shop to the Industrial Laboratory: Telegraphy and the Changing Context of American Invention, 1830-1920	1830	1920	Paul Israel	1989
The Dulles Mission to the Eisenhower Doctrine, Anglo-American Policy Toward the Middle East, 1953-56	1953	1956	Steven Freiberger	1990
American 'Discovers' the World: James Ricalton's Travels on Next to Nothing,1844-1929	1844	1929	Susan Kempler	1991
The American Century in China: Henry Luce, United China Relief, and the Creation of American Perceptions of China, 1931-1949	1931	1949	T. Christopher Jespersen	1991
Binding Up the Nation's Wounds: Nationalism, Civil War Pensions, and American Families, 1861-1890	1861	1890	Megan McClintock	1992
History Missing: Cuba, the New Left, and the Origins of Latin American Solidarity in the United States, 1955-1963	1955	1963	Van Gosse	1992
Glowing in the Dark: The Radium Dialpainters, the Consumers' League, and Industrial Health Reform in the United States, 1910-1935	1910	1935	Claudia Clark	1992
Idols and Icons: Representations of Celebrity in American Culture, 1850-1940	1850	1940	Charles Ponce de Leon	1992
Hamilton Fish Sr. and the Politics of American Nationalism, 1912-1945	1912	1945	Anthony Troncone	1993
Edward Lansdale and the American Attempt to Remake Southeast Asia, 1945-1965	1945	1965	Jonathan Nashel	1994
Oscar Wilde's America: The Aesthetic Movement and the Hidden Life of the Gilded Age, 1876-1893	1876	1893	Mary Blanchard	1994
The Rape Myth Reconsidered: Intersection of Race, Class, and Gender in the American South, 1800-77	1800	1877	Diane Sommerville	1995
The American Smelting and Refining Company in Mexico, 1900-40	1900	1940	Horace Marucci	1995
Deadbeats, Drunkards, and Dreamers: The Problem of Failure in the United States, 1819-93	1819	1893	Scott Sandage	1995
Body and Soul: African American Health and Healing on U.S. Southern Plantations, 1800-60	1800	1860	Sharla Fett	1995
Alliance in the Quagmire: The United States, South Korea, and the Vietnam War, 1964-68	1964	1968	Kil Yi	1998
The American Federation of Labor Confronts Revolution in Russia and Early Soviet Government, 1905-28: Origins of Labor's Cold War	1905	1928	David Nack	1999
Response to Reconstruction: Change and Continuity in New Jersey Politics, 1866-74	1866	1874	Louis Moore	1999
Contracting Racial Equality: Affirmative Action Policy in the United States, 1945-70	1945	1970	Stacy Sewell	1999
The Work of Art: American Women Artists and Market Democracy, 1820-80	1820	1880	April Masten	1999
Cheap Pictures: Cartes de Viste Portrait Photographs and Visual Culture in the United States, 1858-77	1858	1877	Andrea Volpe	1999
Popular Social Science and American Culture, 1870-1910	1870	1910	Samuel Elworthy	1999
Labor Intellectuals and the Labor Question: Wage Work and the Making of Consumer Society in America, 1873-1905	1873	1905	Rosanne Currarino	1999
Devils in Disguise, Angels on the Battlefield: Piety and Fiendishness in American Womanhood, 1800-65	1800	1865	Barbara Cutter	1999
Investing in Color: A Cultural History of Race in Modern America, 1900-40	1900	1940	Matthew Guterl	1999
'A Fair Portion of the World's Knowledge': Young Jewish Women and the Problem of Education in America, 1870-1920	1870	1920	Melissa Klapper	2001
The Traffic in Babies: Cross-Border Adoption, Babyselling, and the Development of Child Welfare Systems in the United States and Canada, 1930-60	1930	1960	Karen Balcom	2001
Infectious Ideas: Aids and Conservatism in America, 1980-92	1980	1992	Jennifer Brier	2002
For the Good of the Party: Gender, Partisanship, and American Political Culture from Suffrage to the 1960s	1960	1960	Kimberly Brodkin	2002
Antidote to Revolution: Afro-American Anti-Communism and the Struggle for Civil Rights, 1931-54	1931	1954	William Cobb	2003
Civic Beauty: Beauty Salons, Beauty Culturists, and the Politics of African American Female Entrepreneurship, 1900-65	1900	1965	Tiffany Gill	2003
Such Music as Befits the New Order of Things: African American Professional Musicians and the Cultural Identity of a Race, 1880-1935	1880	1935	John  Aveni	2004
Negro Stranger in Our Midst: Origins of African American Criminality in the North, 1900-40	1900	1940	Khalil Muhammad	2004
The Dawn of the 'Open Door' World: The United States and Its Vision of Globalization in East Asia and the American South, 1890s-1900s	1890	1890	Gary Darden	2005
A Quest for Stability: Japan's Reemergence and the Transformation of Japanese-American Relations, 1945-60	1945	1960	Richard Miller	2005
Reason, Revelation, and Romance: The Social and Intellectual Construction of Early American College Communities, 1782-1860	1782	1860	Margaret Sumner	2006
Geographies of Desire: Bayard Taylor and the Romance of Travel in Bourgeois American Culture, 1820-80	1820	1880	James Uhlman	2006
America on Display: U.S. Commercial and Cultural Exhibitions in the Soviet Bloc Countries, 1961-68	1961	1968	Tomas Tolvaisas	2007
Making American Men: Charles Atlas and the Business of Bodies, 1892-1945	1892	1945	Dominique Padurano	2007
Domestic Intercourse: Incest, Family, and Sexuality in the United States, 1780-1870	1780	1870	Brian Connolly	2007
America Adjusted: Conformity, Boredom, and the Modern Self, c. 1920-80	1920	1980	Edward Gitre	2008
Black Laughter/Black Protest: Civil Rights, Respectability, and the Cultural Politics of African American Comedy, 1934-68	1934	1968	Justin Lorts	2008
Love and Activism: James and Esther Cooper Jackson and the Black Freedom Movement in Liberal America, 1914-68	1914	1968	Sara Haviland	2009
American Antigone: Women, Education, Nation, 1800-70	1800	1870	Robert Nelson	2009
But They Did Not Build This House: The Attitude of Evangelical Protestantism towards Immigration to the United States, 1800-1924	1800	1924	William Phalen	2010
Birth behind the Veil: African American Midwives and Mothers in the Rural South, 1921-62	1921	1962	Kelena Maxwell	2010
Selling Love: The Commercialization of Intimacy in America, 1860s-1900s	1860	1860	Pamela Epstein	2011
American Boredom: The Origins of a Way of Life, 1885-1950	1885	1950	Chris Stacey	2011
'In the Image of God': A Global History of the North American Congregational Mission Movement in Angola, 1879-1975	1879	1975	Kate Burlingham	2011
The Fluidity of Race: Racializations of the American Mestizos in the Philippines and the United States, 1900-55	1900	1955	Nicholas Molnar	2012
In These Latitudes: American and Inuit Stories of Survival, 1850-1922	1850	1922	Karen Routledge	2012
Washington's Mediterranean Strategy: Strategic, Political, and Ideological Aspects of America's Intervention in the Mediterranean, 1940-44	1940	1944	Andrew Buchanan	2012
Reexamining a Community: African American Women and the Southampton Rebellion of 1831	1831	1831	Vanessa Holden	2012
Taking the White Gloves Off: Women Strike for Peace and the Transformation of Women's Activist Identities in America, 1961-2000	1961	2000	Andrea Estepa	2012
Notes from the Rotten West, Reports from the Backward East: Soviet and American Foreign Correspondents in the Cold War, 1945-85	1945	1985	Dina Fainberg	2013
Boyhood for Girls: American Tomboys and the Transformation of Eroticism, 1900-40	1900	1940	Allison Miller	2013
'That Our Government May Stand': African American Politics in the Postbellum South, 1865-1901	1865	1901	Luis-Alejandro Dinnella-Borrego	2013
Earnestly Contending for the Faith: The Role of the Niagara Bible Conference in the Emergence of American Fundamentalism, 1875-1900	1875	1900	Walter Unger	1982
The American Nation in 1876	1876	1876	Joseph Stukes	1962
United States Representation at the Inter-American Conferences, 1889-1928	1889	1928	Richard Gannaway	1968
Anti-Americanism in Canada and the Abortive Reciprocity Agreement of 1911	1911	1911	Ross Bayard	1971
The United States Senate Career of Carter Glass, 1920-1933	1920	1933	John Lyle	1974
The American Trotskyists, 1928-1941	1928	1941	Constance Myers	1974
Women in the Labor Force in the United States, 1940-1950	1940	1950	Josephine Holcomb	1976
The South and the American Army, 1848-1860: A Search for Southern Dominance	1848	1860	David Bowden	1978
The Celluloid South: The Image of the Old South in American Film, 1903-1978	1903	1978	Edward Campbell	1979
The Role of Joseph Willard as American Ambassador to Spain, 1913-1921	1913	1921	Alice Flannigan	1992
Anatomy of a Failure: British Military Policy in the Southern Campaign of the American Revolution, 1775-1781	1775	1781	Richard Dukes	1994
The Anglo-American Atlantic Convoy System in World War I, 1917-1918	1917	1918	Glenn Stackhouse	1994
Black United States Army Chaplains, 1884-1901	1884	1901	Alan Lamm	1995
The Diplomacy and Development of an Idea: The United States, Britain, France, and Self Determination in Eastern Europe, 1914-18	1914	1918	Robert McCormick	1996
Central America: The Key to DAS Inter-American Peacekeeping, 1965	1965	1965	Charles Briscoe	1997
Southern Partnership: James F. Byrnes, Lucius Clay, and American Policy in Germany, 1945-47	1945	1947	Curtis Morgan	1998
An American Diplomat's Wife in Mexico: Gender, Politics, and Foreign Affairs Activism, 1907-27	1907	1927	Molly Wood	1998
Civil War Time(s): Identity, Experience, and Temporality in America, 1861-65	1861	1865	Cheryl Wells	2002
'Literally a Continent to Win': The United States, Development, and the Cold War in Africa, 1961-63	1961	1963	Larry Grubbs	2003
Experts in Misery? American Consuls in Austria, Jewish Refugees, and Restrictionist Immigration Policy, 1938-41	1938	1941	Melissa Taylor	2006
Good Things to Eat in Suburbia: Supermarkets and American Consumer Culture, 1930-70	1930	1970	Adam Mack	2006
Ireland for Sale: The Marketing and Consumerism of the Irish-American Identity since 1880	1880	1880	Christopher  Rounds	2008
Reconstruction Unbound: American Worldviews in a Period of Promise and Conflict, 1865-1874	1865	1874	David  Prior	2010
Most Great Reconstruction: The Baha'i Faith in Jim Crow South Carolina, 1898-1965	1898	1965	Louis Venters	2010
'Six Days Thou Shalt Labor': African Americans in the Southern Textile Industries, 1895-1929	1895	1929	Kathryn Banks	2010
Crisis Orations: A Study of the Historical Influences of Certain Selected American Orations, 1830-1861	1830	1861	Grafton Tanquary	1936
The Political and Economic Relations between Germany and the United States, 1871–1901	1871	1901	Hermann Kirchhoff	1936
The Public Inter-American Conferences, 1889-1939	1889	1939	John Howard	1939
The Foreign Policy of the Roosevelt Administration in Latin America, 1933-1941	1933	1941	Edward Guerrant	1942
Extraterritoriality and Tariff Autonomy in Sino-American Relations, 1921-1931	1921	1931	Donald  Peters	1949
The United States and French Security, 1917-1924: A Study of the Treaty of Guarantee	1917	1924	Louis  Yates	1950
The Foundations of the Seventh-Day Adventist Church in Austral South America, 1785-1912	1785	1912	John Brown	1953
Life and Letters of John Martin Vincent: A Pioneer American Professional Historian, 1857-1910	1857	1910	Emma Beekmann	1954
Some Aspects of the Rise of Canadian Nationalism, 1858-1865: A Study of Public Opinion with Special Reference to the Influence of the United States	1858	1865	David Hill	1955
Some Aspects of the Development of American Opinion on India, 1918-1947	1918	1947	Walter Mackett	1957
The Diplomatic Defense of the Old Northwest, 1781-1789: America's Quest for Empire	1781	1789	Doyce Nunis	1958
William Howard Taft: His Apprenticeship in American Foreign Policy, 1900-1908	1900	1908	Ralph Minger	1958
Alexander Hamilton and the British Orientation of American Foreign Policy, 1783-1803	1783	1803	Helene Johnson	1963
Mussolini's Italy: The View From America, 1922-1941	1922	1941	John Diggins	1964
The American Revolution and the Poland of Stanislaus Augustus Poniatowski (1763-1795)	1763	1795	Alfred Wrobel	1967
The American Philosophy of War, 1945-1967	1945	1967	Laurence Epstein	1967
The United States Navy in the Californias, 1840-1850	1840	1850	Daniel O'Neil	1969
Boston Merchants on the Coast, 1787-1821: An Insight into the American Acquisition of California	1787	1821	Sr. Magdalen Coughlin	1970
Philadelphia Merchants and the American Revolultion, 1765-1776	1765	1776	Robert Oaks	1970
The Continental Congress: A Study in the Origin of American Public Administration, 1774-1781	1774	1781	Frederick Rolater	1970
The Attitudes of Certain United States Citizens Toward Mexico, 1821-1846	1821	1846	David Leary	1970
The Talented Tenth and the Great Depression: American Negro Writers, 1929-1941	1929	1941	James Young	1971
The Mexican American in the Los Angeles Area, 1920-1950: From Agriculture to Activity	1920	1950	Robin Scott	1971
The Americanization of the English Common Law, 1776-1835	1776	1835	Robert Franklin	1972
In Every Destitute Place: The Mission Program of the American Sunday School Union, 1817-1834	1817	1834	Ralph Smith	1973
Alianza Hispans-Americans, 1894-1965: A African-American Fraternal Insurance Society	1894	1965	Kaye Briegel	1974
Robert A. Taft, Economic Conservatism and Opposition to United States Foreign Policy, 1944-1951	1944	1951	Samuel  De John	1976
Duty, Nature and Stability: Female Anti-Suffragists in the United States, 1894-1920	1894	1920	Thomas Jablonsky	1978
Gay Power: A History of the American Gay Movement, 1908-1974	1908	1974	Salvatore Licata	1978
Mexican-United States Relations and the Cold War, 1945-1954	1945	1954	Max Smedley	1981
Guantanamo Bay, Cuba: The History of an American Naval Base and its Relationship to the Formulation of United States Foreign Policy and Military Strategy Toward the Caribbean, 1895-1910	1895	1910	Bradley Reynolds	1982
In Simple Justice: The Japanese American Evacuation Claims Act of 1948	1948	1948	Nancy Nakasone-Huey	1987
Stage to Studio: American Musicians and Sound Technology, 1890-1945	1890	1945	James Kraft	1990
A Flickering Yet Inextinguishable Flame: The Ordeal of American Conservatives in an Age of Extremism, 1852-1872	1852	1872	Mark Kemp	1992
Burden and Honor: The United States Volunteers in the Southern Philippines, 1899-1901	1899	1901	John Reed	1994
Beyond Domesticity: Equality for Women in the American West, 1830-1930	1830	1930	Teresa Neal	1994
Women, Filmmaking, and the Gendering of the American Film Industry, 1896-1928	1896	1928	Karen Mahar	1996
No Experience Required: American Middle Class Families and Their Cookbooks, 1945-60	1945	1960	Erika Endrijonas	1997
To Wage Peace: Masculinity, Femininity, and American Response to the First World War, 1914-18	1914	1918	James McCallops	1997
Looking Good: A Social History of the Male Body Image in Postwar America, 1950-90	1950	1990	Lynne Luciano	1997
Keystone: The American Occupation of Okinawa and U.S.-Japanese Relations, 1945-72	1945	1972	Nicholas Sarantakes	1997
Laborers in the Vineyard: Foreign Service Arabists and American Middle East Policy, 1948-60	1948	1960	Andrew Gold	1998
What Is Modish Is Doomed: Fashion and American Feminism in the 1910s and 1920s	1920	1920	Rachel Standish	2000
Border Crossings: The Politics of Korean Nationalism in the United States, 1919-45	1919	1945	Anne Soon Choi	2003
Watching America: American Television and New Zealand: National Identity in the 1960s	1960	1960	James Welch	2004
Mathew Carey and the Public Emergence of Catholicism in the United States, 1789-1839	1789	1839	Michael Carter	2006
Passionate Anxieties: McCarthyism and Homosexual Identities in the United States, 1945-65	1945	1965	Craig Loftin	2006
'A Place in the Sun': Mexican Americans, Race, and the Suburbanization of Los Angeles, 1940-80	1940	1980	Jerry Gonzalez	2009
Constructing Japaneseness: War, Race, and American Cinema, 1924-92	1924	1992	Xiaofei Wang	2009
Pachucas, Pachucos, and Their Culture: Mexican American Youth Culture in the Southwest, 1910-50	1910	1950	Gerardo Licon	2009
Beyond Nationalism: A History of Leisure Discourse in and between the United States and Japan, 1910-40	1910	1940	Yuko Itatsu	2009
Beyond the Plains: Migration to the Pacific and the Reconfiguration of America, 1820-1900	1820	1900	Sarah Keyes	2012
Exposing Humanity: Slavery, Antislavery, and Early Photography in America, 1839-65	1839	1865	Matthew Amato	2013
America's Heirs Presumptive: Boys' Boarding School in New England, 1877-1938	1877	1938	Raphaelle Steinzig	2013
Branding Trust: Advertising, Trademarks, and the Problem of Legitimacy in  the United States, 1870-1930	1870	1930	Jennifer Black	2013
The Diplomatic Career of William L Scruggs: United States Minister to Colombia and Venezuela, and Legal Adviser to Venezuela, 1872-1912	1872	1912	William Wolff	1975
United States Policy toward Liberia: 1923-1947	1923	1947	Hassan Sisay	1976
American Policy towards Japan, 1922-1931: Sources and Issues	1922	1931	Mark Jones	1977
The Economic Reconstruction of Paraguay in the Postwar Period: Politics and Property in the Era of General Caballero, 1869-1904	1869	1904	Ricardo Caballero	1980
The United States Press Coverage of Mexico during the Presidency of Lázaro Cárdenas, 1934-1940	1934	1940	Hugh Morgan	1984
The United States Senate in the Age of Jackson, 1825-1837: Regional Coalitions and the Development of the Two-Party System	1825	1837	Vincent Lacey	1985
China's Road to the Korean War: A Critical Study of the Origins of the Sino-American Confrontation, 1948-50	1948	1950	Jian Chen	1990
American Nativism, Immigration Policy, and the New Immigrants, 1921-24 	1921	1924	Pamela Knaus	1996
Unpacking Colo(u)r: Racial Attitudes in American and British Travel Writing, 1833-1914	1833	1914	Erik Schmeller	1999
Zeal for American Democracy: Civic Education and the Cold War, 1947-54	1947	1954	Edna Jacobs	1999
American Doctors and National Health Care Policy, 1920-65	1920	1965	Kay Kiefer	2003
Building a Greater Norway: Emigration and the Creation of National Identities in America and Norway, 1860-1945	1860	1945	Daron Olson	2006
U.S. Public Diplomacy in the New Netherlands, 1945-58: Policy, Ideology, and the Instrumentality of American Power	1945	1958	David Snyder	2007
'The Best Organized Labor State in America': The People of District 12 and the Illinois Perspective, 1898-1932	1898	1932	David Markwell	2010
The Radical Heart: The Politics of Love in the Struggle for African American Equality, 1833-2000	1833	2000	Francesca Gamber	2010
The American Elsewhere: Adventurism and Manliness in the Age of Expansion, 1815-48	1815	1848	Jimmy Bryan	2006
Risk and Opportunity on the U.S./Mexico Border: Credit, Bankruptcy, and the Emergence of the Anglo and Mexican-American Middle Classes in South Texas, 1898-1941	1898	1941	Alicia Dewey	2008
William Phillips and the Development of American Foreign Policy, 1933-1947	1933	1947	Paul Reuter	1979
The Colonial-Mandate Question at the Paris Peace Conference of 1919: The United States and the Disposition of the German Colonies in Africa and the Pacific.	1919	1919	William Martin	1982
The Reciprocal Trade Agreement Program and Guatemala: A Study of U.S. Relations with Central America, 1934-1936	1934	1936	Mary Ann Sison	1997
Empire, Progress, and the American Southwest: The Texas and Pacific Railroad, 1850-82	1850	1882	Richard Means	2001
Mussolini's March on America: Italian Americans and the Fascist Experience in the United States, 1922-41	1922	1941	Martin Catino	2003
'Puff Graham': American Media, American Culture, and the Creation of Billy Graham, 1949-53	1949	1953	George Harsch	2005
The Italian Emigration of Modern Times: Relations between Italy and the United States Concerning Emigration Policy, Diplomacy, and Anti-Immigrant Sentiment, 1870-1927	1870	1927	Patrizia Stahle	2010
The Influences of the Fenian Movement on Anglo-American Relations, 1860–72	1860	1872	Henry Cuddy	1953
A Survey of the Chang ing Attitudes toward the Soviet Union as Re flected in American Periodicals, 1942–49	1942	1949	Mary Mazza	1957
United States-Japanese Relations and Public Opinion, 1945–55	1945	1955	Mary Sullivan	1959
The Role of American Diplomats in the Fall of China, 1941-1949	1941	1949	Ronald Long	1961
The Inquisition and Its American Interpretations (1800-1900)	1800	1900	John Starkey	1966
The United States and the League of Nations during the Manchurian Crisis, September-December, 1931	1931	1931	Donald Stevens	1967
Proposals for the American Annexation of the Philippines: A Study of Dissenting Views (1900-1935)	1900	1935	Rawlein Soberano	1974
The Emergence of John Nance Garner as a Figure in American National Politics, 1924-1941	1924	1941	Michael Romano	1974
Jacob Gould Schuman and American Policy toward China, 1921-1925	1921	1925	Richard DeAngelis	1975
The German-Americans of New York City, 1860-1890	1860	1890	James Lapham	1977
The Nixon Years (1969-1974): Duplicity in United States Policies toward Southern Africa	1969	1974	Morris Price	1977
The Protest and Attitudes of Blacks towards the American Colonization Society and the Concepts of Emigration and Colonization in Africa 1817-1865	1817	1865	Albert Oliver	1978
United States Policy toward South Africa, 1919-1941, Political and Economic Aspects	1919	1941	Ward Spooner	1979
The Ethnic Factor in American Diplomacy during the Presidency of Franklin D Roosevelt: 1933-1939	1933	1939	Leo Kanawada	1980
Marriage and the Legal Construction of Race in the Americas: Argentina, Brazil, Cuba, and the United States, 1850-1914	1850	1914	Michael Winfield	2008
The Anti-Clerical Activities of the Forty-Eighters in Wisconsin, 1848-60: A Study In German-American Liberalism	1848	1860	Sr. M. Hedwigis Overmoehle	1941
Coverage and Attitudes of the United States Press Relative to the Independence Movements in the Spanish Americas, 1810-25	1810	1825	Brendan McNally	1949
The Catholic Press of the United States on Church and State Relationship, 1865-95	1865	1895	Gregory Huger	1950
Publications on United States Catholic Church History, 1850–1950	1850	1950	Edward Vollmar	1955
An Evaluation of the Revolution of 1848 by American Diplomats	1848	1848	John Gallaher	1960
America's Response to Europe's Displaced Persons, 1945-52: A Preliminary Report	1945	1952	M. Madeline Lorimer	1964
The Isolationist Impulse in European Inter-Nation Conflicts as Evidenced in American Diplomatic Correspondence from Europe, 1920-25	1920	1925	Mary Barbato	1964
Brigadier-General John Adams, C.S.A.: Biography of a Frontier American (1825-64)	1825	1864	Rita Adams	1964
The American Legation in Bolivia, 1848-79	1848	1879	Scott Shipe	1967
United States Reactions to the Persecution of Protestants in Colombia during the 1950s	1950	1950	Suzanne Dailey	1971
The American Merchant and the Genesis of Japanese-American Commercial Relations, 1790-1858	1790	1858	William Borst	1972
Peace, Politics, and Protest: SANE and the American Peace Movement, 1957-72	1957	1972	Milton Katz	1973
A Critique of United States Air War Planning, 1941-44	1941	1944	Thomas Fabyanic	1973
Rail Passenger Service in the United States since the 1930s: Its Decline, Nostalgia, and Esthetics (with Emphasis on Greater St. Louis)	1930	1930	David Snowden	1975
American Opinions and Attitudes toward British Retention of the Western Posts and American Attempts to Obtain the Western Posts, 1783-90	1783	1790	Raymond Tevis	1976
America's Participation in the Military Defense of Shanghai, 1931-41	1931	1941	William Nolan	1978
The Role of the United States in Chinese Civil Conflicts, 1944-49  	1944	1949	Chonghal Shaw	1987
Kurt Von Schuschnigg and the Austrian Authoritarian Experiment, 1934-38:  Historical Perspectives and the American Archives 	1934	1938	Robert Gerlich	1987
Collecting Africa: African Material Culture Displays in the American Image of Africa, 1885-1930	1885	1930	John Korasick	2005
The Challenge of Addressing the Congo as Nation-State: American Approaches to Sub-Saharan Africa Policy, 1957-61	1957	1961	Jennifer Medeiros	2010
Anglo-American Isthmian Diplornacy, 1815–1915	1815	1915	Mary Williams	1914
A Comparison of the Approach toward Socialism of British and American Labor since 1900	1900	1900	Rowland Harvey	1924
The United States Governmental Interest and Participation in Continental European Affairs between 1815 and 1914	1815	1914	Robert Jones	1924
A History of Party Irregularity in the Senate of the United States, 1869–1901	1869	1901	Thomas Bailey	1927
British-American Diplomatic Relations, 1850–60	1850	1860	Richard Van Alstyne	1928
European yropaganda and American Public Opinion, 1914–17	1914	1917	Albert Buchanan	1935
Anglo-American Relations during the Period of American Belligerency, 1917–18.	1917	1918	Charles Hunter	1935
The Development of the Concept of Americanism, 1885–1910	1885	1910	Dorothea Wyatt	1936
The Indian Policy of the United States Government from 1870 to 1906, with Particular Reference to Land Tenure	1870	1906	Dudley Burney	1937
The American Preparedness Movement, 1913–16	1913	1916	William Tinsley	1940
Franco-American Diplomatic Relations, 1919–26	1919	1926	Margaret Redman	1945
German Opinion of the United States during the 1916 Submarine Crisis	1916	1916	Henry McCreery	1947
British Reaction to American Neutrality, 1914–17	1914	1917	Armin Rappaport	1949
Yankeephobia: An Analysis of the Anti-United States Bias of Certain Spanish South American Intellectuals (1898–1928)	1898	1928	Mary Chapman	1950
American Public Opinion and the War Loans, 1917–21	1917	1921	Mitchell Kerr	1951
American Impetus to Canadian Nationhood: Canadian American Relations, 1905–27	1905	1927	Carl Winter	1951
The Tradition of American Historiography, 1884–1904	1884	1904	Cecilia Irvine	1952
United States Scientific Expeditions to the Arctic, 1850–1909	1850	1909	John Caswell	1952
The American Federation of Labor and American Foreign Policy, 1886–1912	1886	1912	Delber McKee	1953
E. L. Godkin and American Foreign Policy, 1865–1900	1865	1900	William Armstrong	1954
American Official Reactions to the Domestic Policies of Japan in Korea, 1905–10	1905	1910	John Merrill	1954
Indigenous Sectionalism in American Historiography, 1877–1917	1877	1917	George Frykman	1955
Germany and the United States, 1933–39	1933	1939	Joachim Remak	1955
Great Britain and the American Periodical Press, 1889–95	1889	1895	Stuart Givens	1956
The United States and the London Naval Conference of 1930	1930	1930	Raymond O'Connor	1957
Psychoanalysis in American Civilization before 1918	1918	1918	John Burnham	1958
The American Critique of the Democratic Idea, 1919–29	1919	1929	Joseph Clark	1958
The Mexican-United States War, as Seen by Mexican Intellectuals, 1846–1956	1846	1956	Homer Chaney	1959
The British Magazines and the United States, 1815–48	1815	1848	Richard Cramer	1960
The Organized Veterans and the Spirit of Americanism, 1898–1959.	1898	1959	Rodney Minott	1960
Italo-American Diplomatic Relations, 1922–28	1922	1928	John Berutti	1960
Unification of America's Armed Forces: A Century and a Half of Conflict, 1798-1947	1798	1947	Curtis Tarr	1962
The Development of the Grain Trade in the East North Central States of the United States from 1815 to 1960	1815	1960	John Clark	1963
Warren G. Harding and American Foreign Affairs, 1915-1923	1915	1923	Nan Lowerre	1968
Civil and Institutional Reform in New York State, 1864-1868: A Radical Reconstruction at Home	1864	1868	James Mohr	1969
The Chinese Communists as Viewed by the American Periodical Press, 1920-1937	1920	1937	Joyce Bibber	1969
Russia and Latin American Independence, 1808-1826	1808	1826	Russell Bartley	1971
Sex, Character, and Reform in America, 1830-1920	1830	1920	Floyd Strong	1972
Family History: The Middle-Class American Family in the Urban Context, 1830-1870	1830	1870	Kirk Jeffrey	1972
Japanese Attitudes towards the United States Immigration Act of 1924	1924	1924	Lee Makela	1973
