title	start	end	name	year
Unfortunate Minds: Mental Insanity in Ohio, 1883-1909	1883	1909	Deborah Marinski	2006
Ideas and Politics in British North America, 1864–66: A Study of Opinion on the Subject of Federal Government	1864	1866	Peter Waite	1954
Wesleyan Methodism in Upper Canada and the Maritime Provinces: The Heroic Age, 1780–1855	1780	1855	Goldwin French	1958
The Manitoba School Question and Canadian Federal Politics, 1890-1896: A Study in Church-State Relations	1890	1896	Paul Crunican	1968
Sir Robert Borden and the Railway Problem in Canadian Politics, 1911-1920	1911	1920	John Eagle	1972
British Parliamentary Radicalism, 1846-1852	1846	1852	James Sturgis	1972
Transcendentalism, 1832-1862	1832	1862	William McLennan	1973
The French Monarchy in the Fifteenth Century, as Seen through the Eyes of Its Propagandists: A Study of Some Contemporary Royalist Writers	0	0	George Kerr	1973
The Mississauga: Cultural Conflict on the North Shore of Lake Ontario, 1700-1914	1700	1914	Donald Smith	1975
The Ballot Question in English Politics, 1830-1872	1830	1872	Bruce Kinzer	1975
Ch'ing Court Politics and the Hundred Days Reform: Personalities and Ideas in Historical Juxtaposition	0	0	Luke Kwong	1978
The Riga German Community: Social Change and the Nationality Question, 1860-1905	1860	1905	Anders Henriksson	1978
Revolution and Reaction: National Policy and Rural Politics in Guatemala, 1944-1954	1944	1954	James Handy	1986
We Are All Canadians: A Social, Religious and Cultural Portrait of Toronto's English-Speaking Roman Catholics, 1890-1920	1890	1920	Mark McGowan	1988
Belief and Worship: Lay Confraternities in Renaissance Bologna	0	0	C. Nicholas Terpstra	1989
British Policy and Administration in the Federated Shan States, 1922-1942	1922	1942	Robert Maule	1993
Crime and Criminal Justice in 18th-Century Newfoundland	0	0	Jerry  Bannister	1999
'Naval Engagements': Patriotism, Culture Politics, and the Royal Navy, 1793-1815	1793	1815	Timothy  Jenks	2000
Culture versus Diplomacy: Clemenceau and Anglo-American Relations during the First World War	0	0	Robert Hanks	2002
The Gavel and the Veil: ‘Blackness' in Ontario Criminal Courts, 1858-1958	1858	1958	Barrington  Walker	2003
Chinese Women in Canada: Comparison of Immigrants, Mainly in British Columbia and Ontario before and after World War I	0	0	Vivienne  Poy	2003
Magazines of Mortality: A Cultural History of the Obituary in 18th-Century London	0	0	Wendy Stross	2004
Stalinism in the Provinces: Nizhnii Novgorod in the 1930s	1930	1930	Heather DeHaan	2005
Working Lives and Simple Pleasures: Single, Employed Women in Depression-Era Toronto, 1929-39	1929	1939	Katrina Srigley	2005
'And They Say She Drew Blood': Women, Aggression, and the Vice of Wrath on the Wakefield Manor, 1323-1410	1323	1410	Sharon Wright	2006
The Science of Deception: The Human Sciences, the Law, and Commercial Culture in America, 1860s-1920s	1860	1860	Michael Pettit	2006
Labour Goes to War: The CIO, the People' War, and the Construction of a 'New Social Order,' Toronto, 1939-45	1939	1945	Wendy Cuthbertson	2007
The Continental Union Movement in Canada and the United States, 1883-93	1883	1893	Christopher Pennington	2008
Elite Service Culture at Court and in the Field: Fidelity, Generosity, and Honour in the 18th-Century Maison Militaire du Roi	0	0	David O'Brien	2009
New Icelandic Ethnoscapes:  Material, Visual and Oral Terrains of Cultural Expression in Icelandic-Canadian History, 1875-Present	187	187	Laurie Bertram	2010
The Sacred Historian's Craft: Francisco de Florencia and Creole Identity in 17th-Century New Spain	0	0	Jason Dyck	2012
Making Imperial Futures: Concepts of Empire in the Anglo-Spanish Sphere, 1763-71	1763	1771	David Stiles	2012
The Inmate Society of Theresienstadt: A Laboratory of the Middle Class. Social History of the Theresienstadt Transit Ghetto, 1941-1945	1941	1945	Anna Hajkova	2013
Women against Women: American Antisuffragism 1880-1920	1880	1920	Jane Camhi	1973
The German Reichstag Election of 1928	1928	1928	Marion Creekmore	1968
The Economic Life of the Estado do Maranhão e Grão Pará, 1686-1751	1686	1751	Sue Ellen Gross	1969
The Public Health Movement in Sao Paulo, Brazil: A History of the Sanitary Service, 1892-1918	1892	1918	John Blount	1971
The Youth of William Morris, 1834-76: An Interpretation	1834	1876	John LeBourgeois	1971
Economic Development and National Policy: The Ministerio de Fomento of Guatemala, 18 71- 1885	1885	1885	David McCreery	1973
British Reactions to the Belgian and Polish Revolutions of 1830: A Study of Diplomatic, Parliamentary, and Press Responses	1830	1830	Guy Townsend	1974
Water and Social Conflict in Colonial Mexico: Puebla, 1680-1810	1680	1810	Sonya Lipsett	1988
Standing 'Unswayed in the Storm': Rabbi Max Heller, Reform, and Zionism in the American South, 1860-1929	1860	1929	Barbara Malone	1995
Emerging Ladino Spaces in the Parcialidades of Mexico City: Race, Identity, and Indigenous Self-Government, 1564-1700	1564	1700	William Connell	2003
'A Strange Paradox': Understanding the Impact of Conservative Gender Politics in the Dominican Republic, 1928-78	1928	1978	Elizabeth Manley	2008
Las Fiestas de Los Angeles: A Survey of the Yearly Celebrations, 1894–98	1894	1898	Isabel Wielus	1946
The Ecclesiastical Commissary: A Study of the Migration of an English Institution to British North America	0	0	Howard Kimball	1956
The American Protestant Missionary Endeavor in North Africa from Its Origins to 1939	0	1939	Edward Gossett	1960
The Influence of the Hudson's Bay Company upon Canada, 1870-1889	1870	1889	Duane Tway	1963
Discontent with the Spanish System of Control in Upper Peru, 1730-1809	1730	1809	Leona Auld	1963
The Lithontriptic Medicines of the Eighteenth Century	0	0	Arthur Viseltear	1965
Armenia on the Road to Independence, 1918	1918	1918	Richard Hovannisian	1966
Traditionalism, Islam and European Expansion: The Gambia, 1850-1890	1850	1890	Charlotte Quinn	1967
The Seventh Duke of Medina Sidonia and the Defense Establishment in Andalusia, 1575-1598	1575	1598	Peter Pierson	1967
Dio Cassius on the Early Roman Republic	0	0	Jan Libourel	1968
Fremont Older in San Francisco Journalism, A Partial Biography, 1856-1918	1856	1918	Robert Davenport	1969
The Study of an Isolationist: Hiram Johnson	0	0	Peter Boyle	1970
The Struggle for Control of Southern Mocambique, 1720-1835	1720	1835	Alan Smith	1970
Suffer the Children: The Emergence of Modern Middle-Class Family Life in America, 1820-1870	1820	1870	Robert McGlone	1971
Sheffield Politics, 1885-1910: Organization, Ideology and Political Behavior	1885	1910	Hubert Abadie	1971
Los Angeles and the Great Depression	0	0	Leonard Leader	1972
Intra-Jewish Conflict in the United States, 1869-1915	1869	1915	Marc Raphael	1972
Victorian Institutional Patronage: Angela Burdett-Coutts, Charles Dickens and Urania Cottage, Reformatory for Women, 1846-1858	1846	1858	Selma Kanner	1972
Northeast Sierra Leone after 1884: Responses to the Samorian Invasions and British Colonialism	1884	1884	Mark Lipschutz	1973
The German Socialist Women's Movement 1890-1918: Issues, Internal Conflicts, and the Main Personages	1890	1918	Jean Quataert	1974
Vespasian and the Flavian Party	0	0	John Nicols	1974
The Men and Their Rewards in Elizabethan Diplomatic Service, 1558-1585	1558	1585	Gary Bell	1974
The Relations between Jean Bodin's General and Political Philosophy	0	0	David Gordon	1975
Thomas Cromwell's Servants: The Ministerial Household in Early Tudor Government and Society	0	0	Mary Robertson	1975
The Sabon Gari System in Northern Nigeria, 1911-1940	1911	1940	David Allyn	1976
Values in Nineteenth-Century Chilean Education: The Germanic Reform of Chilean Public Education, 1885-1910	1885	1910	William Sywak	1977
The Fifth Seal: Enoch Mgijirna, the Israelites and the Bullhoek Massacre, 1921	1921	1921	Robert Edgar	1977
The Immediate Successors of Justinian: A Study of the Persian Problem and of Continuity and Change in Internal Secular Affairs in the Later Roman Empire During the Reigns of Justin II and Tiberius II Constantine (AD 565-582)	565	582	Harry Turtledove	1977
The Demographic Transition in Chile: The Population History of Petorca Valley, 1840-1976	1840	1976	Robert McCaa	1978
Lord Lansdowne in India: At the Climax of an Empire, 1888-1894: A Study in Late Nineteenth Century British Indian Policy and Proconsular Power	1888	1894	Marc Gilbert	1978
Aspects of the Structure ofDilbat During the Old Babylonian Period	0	0	Michael Desrochers	1978
Thorstein Veblen and the Crisis in Western Social Thought	0	0	Martin Suto	1979
The Influence of Epicurean Philosophy on Seventeenth Century Ethical and Political Thought: The Moral Philosophy of Pierre Gassendi	0	0	Louise Sarasohn	1979
British Logistical Support to the Hashemites of Hejaz: Ṭāʼif to Maʻān, 1916-1918	1916	1918	Sheila Scoville	1982
Ottoman Foreign Policy and the British Occupation of Egypt: The Hasan Fehmi Pasha Mission of 1885	1885	1885	James Maccaferri	1983
Industrial Wages in Mexico City, 1939-1975	1939	1975	Jeffrey Bortz	1984
Alexander Bogdanov: Political Theory and History	0	0	John Marot	1987
The Politics of Eros: Sexual Radicalism and Social Reform in Nineteenth-Century America	0	0	Jesse Dalian	1988
Between Hebraism, the Melting Pot, and Ethnicity: The American-Hebrew Language Press 1871-1914 and the Process of 'Americanization' of Jewish Immigrants	1871	1914	Shai Nechushtai	1989
Conservatives, Bureaucracy, and the Social Question in Prussia (1815-1848)	1815	1848	Hermann Beck	1989
Spirit of Entrepreneurship: O. L. Longoria and the 20th-Century Mexican Experience	0	0	Betsy Link	1989
Reclamation, Preservation, and the Origins of the Echo Park Dam Controversy	0	0	Susan Neel	1991
Underdevelopment: The Brazilian and the Philippine Experience	0	0	Elizabeth Pastores	1992
Life on the Rim of Spain's Pacific American Empire: Presidio Society in the Molucca Islands, 1606-63	1606	1663	Gary Bohigian	1995
The Historic in the Making: Fascism and the Politics of Historical Representation	0	0	Claudio Fogu	1995
Oil, Politics, and Economic Nationalism in Bolivia, 1899-1942: The Case of the Standard Oil Company of Bolivia	1899	1942	Jayne Spencer	1996
The People of Santiago: Early Colonial Guatemala, 1538-87	1538	1587	Robinson Herrera	1997
Temple of Art in Cities of Industry: Municipal Art Museums in Birmingham, Liverpool, and Manchester, 1870-1914	1870	1914	Amy Woodson-Boulton	2002
Martyrdom as a Second Baptism: Issues and Expectations for the Early Christian Martyrs	0	0	Mary Griffin	2002
Children of the Mission in Kano Emirate: Orphans in Christian Institutions and the Conflicts of Conversion in Colonial Northern Nigeria, 1900-53	1900	1953	Shobana Shankar	2003
Copernicanism and the New Astronomy in the Islamic World	0	0	Avner Ben-Zaken	2004
Hashomer Hatsair: Jewish Youth Movement, 1916-24	1916	1924	Ofer Nur	2004
Power by Negotiation: Institutional Reform in the Fifth Century Sasanian Empire	0	0	Scott  McDonough	2005
La Marianne Noire: How Gender and Race in the 20th-Century Atlantic World Reshaped the Debate about Human Rights	0	0	Emily Church	2007
Competing Expressions of Manhood, the Zoot Suit Riots, and Young Mexican American Masculine Identity in WWII Los Angeles	0	0	Mehera  Gerardo	2007
Your Job is Your Credit: Creating a Market for Loans to Salaried Employees in New York City, 1885-1920	1885	1920	Michael Easterly	2008
Citizens of Empire: Jews in the Service of the British Empire, 1906-40	1906	1940	Stephanie Chasin	2009
Opera as Propaganda: The Trajan-Napoleon Parallel in Le Triomphe de Trajan	0	0	Joan Gonzalez	2010
Las Custro Esquinas: The Chicana Chicano Movement in West Side of Los Angeles, 1963-79	1963	1979	Miguel Chavez	2011
Sixteenth-Century Tetzcoco: Contact, Negotiation, and Decline in the Aztec Empire's Second City	0	0	Bradley Benton	2012
Jewish Shtetls in Postwar Germany: An Analysis of Interaction Among Jewish Displaced Persons, Germans, and Americans between 1945 and 1957 in Bavaria	1945	1957	Kierra Crago-Schneider	2013
Marianne Is Watching: Knowledge, Secrecy, Intelligience, and the Origins of the French Survelliance State, 1870-1914	1870	1914	Deborah Bauer	2013
Evangelical Protestant Missionary Activities in Mormon Dominated Areas, 1865-1900	1865	1900	Thomas Lyon	1962
Westward via Nicaragua: The United States and the Nicaragua Route, 1826-1869	1826	1869	David Folkman	1966
The Western Federation of Miners	0	0	John Brinley	1972
The Rustumid State, 144-296/762-909	762	909	Idris El-Hareir	1976
English Chorographers, 1656-1695: Artists of the Shire	1656	1695	James Gentry	1985
'Protect the Children--Protect the Boys And Girls': Child Welfare Work in Utah, 1888-1920	1888	1920	Martha Bradley	1986
Being Chinese, Becoming Chinese American: The Transformation of Chinese Identity in the United States, 1910-28	1910	1928	Shehong Chen	1997
Republican Lessons: Education and the Making of Modern Turkey	0	0	Faith Childress	2001
A Socioeconomic Study of the Nationalized Textile Industries in Egypt, 1956-74	1956	1974	Sheikh Safiullah	2003
Liquid Assets: A History of Tribal Water Rights Strategies in the Southwest	0	0	Steven Danver	2004
Milling in Middle Tennessee, 1780-1860	1780	1860	Kenneth McDonald	1938
Social Views Reflected in Official Publications of the Cumberland Church, 1875-1900	1875	1900	Milton Baughn	1954
The New South and Five Southern Novelists (1920–50)	1920	1950	William Beasley	1958
Party Politics in Mississippi, 1850-1860	1850	1860	Donald Rawson	1964
Spanish American Diplomacy and the Loreto in the 19th Century	0	0	John Kitchens	1969
Eugene Schuyler, Observer of Russisa: His Years as a Diplomat in Russia, 1867-75	1867	1875	James Brown	1971
Wolseley in South Africa: A Study of Sir Garnet Wolseley's Role in South African Affairs, 1875-77	1875	1877	William Thompson	1973
The Banishment of Sainthood: A Study of the Images of Bolivar in Colombia, 1826-83	1826	1883	Miguel Bretos	1976
The Search for Security: Dwight D. Eisenhower and Anti-Communism in America, 1952-61	1952	1961	Jeff Broadwater	1989
Revolt against Modernity: Leo Strauss, Eric Voegelin, and the Search for a Post-Liberal Order	0	0	Ted McAllister	1994
Armando las pasiones: Political Rhetoric in Colombia on the Eve of La Violencia, 1930-46	1930	1946	Thomas Williford	2005
The Rise and Fall of the Royal Canadian Navy, 1945-64: A Critical Study of the Senior Leadership, Policy, and Manpower Management	1945	1964	Wilfred  Lund	2000
Constructing Heimat in the Ruhr Valley: Assessing the Historical Significance of Krupp Company Housing from Its Origins through the National Socialist Era, 1855-1941	1855	1941	Cedric  Bolz	2003
Unseen Enemies: An Examination of Infectious Diseases and Their Influence upon the Canadian Army in Two Major Campaigns during the First and Second World Wars	0	0	Denis Dubord	2010
The Roads of Virginia, 1607–1840	1607	1840	Edward Roberts	1950
Industry through the Crystal Palace: A Study of the Great Exhibition Held in London, 1851	1851	1851	Thomas Hughes	1953
The Negro in Virginia Politics, 1902-1950	1902	1950	Andrew Buni	1965
The Commercial History of Hampton Roads, Virginia, 1815-1860	1815	1860	Peter Stewart	1967
The British North American Colonies in the War of 1739-1748	1739	1748	Joseph Devine	1968
Republicans, Rebellion, and Reconstruction: The Republican Party in Virginia, 1856-1870	1856	1870	Richard Lowe	1968
'Lady in Red': A Stud of the Early Career of Alexandra Mikhailovn Kollontai	0	0	Margaret Pertzoff	1968
Orestes Brownson and New England Religious Culture, 1803-1827	1803	1827	William Gilmore	1971
Preserving the Old Ways: Connecticut, 1690-1740	1690	1740	James Poteei	1973
The Meirokusha	0	0	Jerry Fisher	1974
The Trinitarian and Mercedarian Orders: A Study of Religious Redemptionism in the Thirteenth Century	0	0	James Brodman	1974
The United States and East Asia 1909-1913: A Study of the Far Eastern Diplomacy of William Howard Taft	1909	1913	James Roebuck	1977
The Role of Shakespeare in the French Romantic Movement, 1814-1830	1814	1830	Joseph LeBlanc	1977
Family Experience and Kinship in Eighteenth-Century Chesapeake Society	0	0	Daniel Smith	1978
Napoleon III and the Administration of the Fine Arts	0	0	William Eiland	1978
Liberty and Morality: A Political Biography of Edward Bulwer-Lytton	0	0	Charles Snyder	1979
'The Boisterous Secretaire': The Political Career of Sir Ralph Winwood (1563?-1617)	1563	1617	Charles McAllister	1983
A History of the U.S. Army War College 1901-1940	1901	1940	Harry Ball	1983
The French Ambassadors, 1814-1914: The Transition from Patronage to Professionalism	1814	1914	Timothy Walton	1984
The New Niagara: The Meaning of Niagara Falls in American Culture, from Discovery to 1920	0	1920	William Irwin	1991
Political Justice: Thomas Dewey and the Anatomy of a Crime Wave	0	0	Mary Stolberg	1991
A Task of Dissolution: Frederic Rauh on Morality and Method	0	0	Richard Horner	1993
Gender in American Politics, 1876-1904	1876	1904	Rebecca Edwards	1995
Managing White Supremacy: Politics and Culture in Virginia, 1919-39	1919	1939	J. Douglas Smith	1998
The Rise of the Suburban South: The 'Silent Majority' and the Politics of Education, 1945-75	1945	1975	Matthew Lassiter	1999
Strange Mercies: The Search for Miracles in the Habsburg Monarchy from the Reign of Leopold I	0	0	Virginia Mosser	1999
Schooling and Society in Bergamo, 1500-1650	1500	1650	Christopher Carlsmith	1999
Honor and Violence in Castile, 1600-50	1600	1650	Scott Taylor	2001
Charity, Therapy, and Poverty: Private Social Service in the Era of Public Welfare	0	0	Andrew Morris	2003
The Creation of American California, 1840-56	1840	1856	Thomas Flemma	2006
Acceptable Risk: Law, Regulation, and the Politics of American Financial Markets, 1878-1930	1878	1930	Daniel Holt	2008
Empire State Building: Interests, Institutions, and the Formation of States and Parties in New York, 1783-1845	1783	1845	Brian Murphy	2008
Crossing the Line: Northern-Born Men and Women in the Confederacy	0	0	David Zimring	2011
Language Policy and Religious Instruction in Spain and Mexico, 1550-1600	1550	1600	Daniel Wasserman-Soler	2012
The Swedish Monarchy and the Copper Trade: The Copper Company, the Deposit System, and the Problems of 'Free Trade', 1600-40	1600	1640	Lawrence Stryker	2012
Infanticide in Early Modern Germany and the Experience of Augsberg, Memmingen, Ulm, and Nordlingen, 1500-1800	1500	1800	Margaret Lewis	2012
Of Limits and Growth: Global Environmentalism and the Rise of 'Sustainable Development' in the 20th Century	0	0	Stephen Macekura	2013
A Printing Press for Shah Abbas: Science, Learning, and Evangelization in the Near East, 1600-50	1600	1650	Rosemary Lee	2013
Marie de Guise	0	0	Clarence Hulley	1943
Andrew Paull and Canadian Indian Resurgence	0	0	E. Palmer Patterson	1962
Rhode Island Colonial Government, 1732	1732	1732	Lawrence Lowther	1964
Soviet Historiography of 1905 as Reflected in Party Histories of the 1920s	1920	1920	Edith Bloomfield	1966
The Black and Tan Constitutional Conventions of 1867-1869 in the Former Confederate States: A Study of the Membership	1867	1869	Richard Hume	1969
Sakai: The History of a City in Medieval Japan	0	0	Virgil Morris	1970
An Analysis of the Conflict between the Clergy of the Reformed Church and the Leaders of the Anabaptist Movement in Strasbourg, 1524-1534	1524	1534	Henry Krahn	1970
The Underground Miner, 1860-1910: Labor and Industrial Change in the Northern Rockies	1860	1910	Walker Wyman	1971
The Premises and Purposes of Higher Education in American Society, 1745-1770	1745	1770	Margaret Masson	1971
National Minority Policy in Southwest China, 1911-1965	1911	1965	David Deal	1971
Peresvetov: The Ottoman Example and the Muscovite State	0	0	Daniel Matuszewski	1972
Sussex Smuggling: A Case Study in Eighteenth-Century Crime	0	0	Calvin Winslow	1973
John Calvin's Humanistic Approach to Church History	0	0	Richard Buehrer	1974
Criminal Life and Criminal Justice during the French Revolution: The Six Provisional Criminal Courts of Paris, 1791-1792	1791	1792	Antoinette Wills	1975
Austria-Hungary and the Development of Romanian Independence, 1878-1883	1878	1883	Charles Dieteman	1977
The Politics of the Roman Catholic Episcopate in the Polish-Lithuanian Commonwealth, 17641772	1764	1764	Diane Dailey	1977
Aristocratic Revolts and the Late Medieval Hungarian State AD 1382-1408	1382	1408	Imre Bard	1978
'How Shall We Live?' Social Change, the Family Institution, and Feminism in Prewar Japan	0	0	Margit Nagy	1981
Alligator Horses: Ohio And Mississippi River Flatboatmen, Keelboatmen, and Raftsmen, 1763-1860	1763	1860	Michael Allen	1985
Intellectual Aspects of the Sallim/hun'gup'qa Dispute of the 15th Century	0	0	John Duncan	1988
A Social and Political History of the English Volunteer Movement, 1794-1801	1794	1801	Lori Anthony	1993
Missed Opportunities: Late 18th-Century Chinese Relations with England and the Netherlands	0	0	Patricia O'Neill	1995
Shifting Ground in Metropolitan America: Class, Race, and Power in Oakland and the East Bay, 1945-77	1945	1977	Robert Self	1998
History, Nation, People: Past and Present in the Writing of Sin Ch'aeho	0	0	J. Michael Allen	1999
Labor's Place in South Korean Development: Shipbuilding Workers, Capital, and the State, 1960-79	1960	1979	Hwasook Nam	2003
Building Soviet Central Asia, 1920-39: Kyrgyz Houses of Culture and Self-Fashioning Kyrgyzness	1920	1939	Ali Igmen	2004
Restoring the Republic of Virtue: The Presidential Election of 1824	1824	1824	James Rigali	2004
Music, Race, and Chicago, 1912-66	1912	1966	Amy Absher	2009
Representing Tradition in an Age of Progress: Technology and American Identity in Exhibitions and Museum, 1824-1934	1824	1934	Matthew Sneddon	2009
Imperializing Hegemony: The Polls and Archaemenid Persia	0	0	Tristan Goldman	2011
White Power, Yellow Gold: Colonialism and Identity in the California and British Columbia Gold Rushes, 1848-71	1848	1871	Christopher Herbert	2011
The Policy of the American State Department toward Missionaries in the Far East	0	0	Harold Bass	1936
Anglo-French Conflict and the Failure of the Geneva Protocol in 1924-25	1924	1925	James Norris	1971
Brotherly Hate: A Quantitative Study of Southern Reconstruction Congressmen, 1867-1877	1867	1877	Janice Hood	1974
Diplomatic and Economic Normalcy: America's Open Door Peace with the Former Central Powers, 1921-1929	1921	1929	Peter Buckingham	1980
A French Adviser to Imperial China: The Dilemma of Prosper Giquel	0	0	Steven Leibo	1982
Franklin D. Roosevelt and Big Three Diplomacy, 1941-1945	1941	1945	Harvey Young	1993
The Feminist Pacifist Challenge to Progressive Hegemony: The Debate over U.S. Intervention in World War I	0	0	Erika Kuhlman	1995
Continuing to 'Do Everything' in Oregon: The Women's Christian Temperance Union, 1900-45	1900	1945	Carli Schiffner	2003
Socialism Party Politics and Activism in the Northwest, 1895-1925	1895	1925	Jeffrey Johnson	2004
The Indian Gaming Regulatory Act: A Historical Perspective and Legislative History	0	0	Shirley Stephens	2009
History of the Puritan Discipline, 1554–93	1554	1593	George Andrews	1931
Some Aspects of the Puritan Movement in London, 1610–40	1610	1640	Dorothy Williams	1951
A Biography of William Clark, 1770–1813	1770	1813	John Loos	1953
Belgian 'Liberal Catholicism' and the Papacy, 1863-1879	1863	1879	Ronald Bittel	1973
Christian Humanism and the Puritan Social Order	0	0	Margo Todd	1981
The Black Community in the Rural North: Pulaski County, Illinois, 1860-1900	1860	1900	Shirley Portwood	1982
Black Responses to the Rise of Scientific Racism in the 19th Century	0	0	Alexandra Diallo	2006
The Equestrian Motif in Coptic Textiles	0	0	Alan Jones	1974
The West Virginia Education Association, 1865-1961	1865	1961	Charles Lord	1963
The Salt Industry of the Great Kanawha Valley of Virginia: A Study in Ante-bellum Internal Commerce	0	0	John Stealey	1970
Harold Nicolson and Alfred Duff Cooper: The Historian as Politician in the Age of Appeasement, 1935-1939	1935	1939	John Shorrock	1975
The Image of America: America in the English Press, 1685-1715	1685	1715	Kenneth MacDonald	1976
The Matamoros Trade Route, 1861-1865	1861	1865	James Daddysman	1976
Agreement in Principle: The Anglo-Soviet-American Alliance and the Tehran Conference of 1943	1943	1943	Paul Mayle	1982
The Retreats of Reconstruction: Race, Leisure, and the Politics of Jim Crow at the New Jersey Shore, 1861-1920	1861	1920	David Goldberg	2013
The Gendered Plight of Terror: Annexation and Exile in Latvia, 1940-53	1940	1953	Irene Geisler	2011
'Air Too Pure for Slavery and the Rights of British Liberty': The Black Experience in London, 1772-1833	1772	1833	Tony Frazier	2012
Algonkian-British Relations in the Upper Great Lakes Region: Gathering to Give and to Receive Presents, 1815-1843	1815	1843	Catherine Sims	1992
Multinational Patriots: Business-Government Relations in the Canadian Aluminum and Nickel Industries, 1914-45	1914	1945	Daryl White	2007
Hudson's Bay Company Shipping, 1668-1774	1668	1774	Michael Dove	2008
Bosnian Cultural Identity, 1878-1914: The Serb Intellectuals	1878	1914	Jelica Zdero	2009
The Search for Security: Indian-English Relations in the Trans-Appalachian Region, 1758-1763	1758	1763	Michael McConnell	1983
The Triple Mandate: The Concept of Trusteeship and American Imperialism, 1898-1934	1898	1934	John Coski	1987
A Community and its Neighborhoods: Charles Parish, York County, Virginia, 1630-1640	1630	1640	C. Julia Richter	1992
The World Was All Before Them: A Study of the Black Community in Norfolk, Virginia, 1861-1884	1861	1884	Cassandra Newby-Alexander	1992
Quest for Glory: The Navy Career of John A. Dahlgren	0	0	Thomas Legg	1994
Fair Visions: Elkanah Watson (1758-1842) and the Modern American Agricultural Fair	1758	1842	Mark Mastromarino	2002
The Flower and Rabble of Essex County: The Social Composition of Massachusetts' Militia during King Philip's War, 1675-76	1675	1676	Kyle Zelner	2003
Screen Strife: Gender, Race, and Film Censorship in the New South, 1922-65	1922	1965	Melissa Ooten	2006
'Indispensably Necessary': Cultural Brokers on the Georgia Frontiers, 1733-65	1733	1765	Lisa Crutchfield	2007
'Not able to be expressed with tongue': Nonverbal Communication, Performance, and Acculturation in French America, 1500-1701	1500	1701	Celine Carayon	2010
Race News: How Black Reporters and Readers Shaped the Fight for Racial Justice, 1877-1978	1877	1978	Frederick Carroll	2011
Towns in Mind: Urban Plans, Political Culture, and Empire in the Colonial Chesapeake, 1607-1722	1607	1722	Paul Musselwhite	2011
Michel Eugene Chevreul and the Chemistry of Fatty Oils	0	0	Albert Costa	1960
The Scientific Work of Sir William Crookes	0	0	Robert Dekosky	1972
The Structural Chemistry of Linus Pauling	0	0	Robert Paradowski	1972
Historical Criticism and the ‘Dispute of the New World': The Reconstruction of the Amerindian Past in Europe and Mexico, 1750-1800	1750	1800	Jorge Cañizares-Esguerra	1995
Mastering Nature's Harmony: Stephen Forbes and the Roots of American Ecology	0	0	Robert Lovely	1995
Cosmographers versus Pilots: Navigation, Cosmography, and the State in Early Modern Spain	0	0	Alison Sandman	2001
Western State-Making, 1888–90	1888	1890	John Hicks	1916
Political Forces in Wisconsin, 1871–81	1871	1881	Herman Deutsch	1926
Federal Reclamation Policies	0	0	John Canoe	1929
History of the Preemption of the Public Lands, 1780–1890	1780	1890	Roy Robbins	1929
Origins of the National Banking System: A Study of State Experience	0	0	Leonard Helderman	1929
The Extension of the Code Napoleon into Germany	0	0	Howard Blackenburg	1931
The Political Career of Samuel Jackson Randall	0	0	Albert House	1934
The New England Emigrant Aid Company	0	0	Samuel Johnson	1935
The Intertribal Relations of the Great Lakes Indian Tribes	0	0	George Hunt	1936
Aspects of Anglo-Egyptian Relations, 1919–42	1919	1942	Ralph Goodwin	1949
Jules Ferry and the Government of National Defense	0	0	Lowell Blaisdell	1949
Right of Roosevelt: Neg ativism and the New Deal, 1933–37	1933	1937	George Robinson	1956
The Reign of Duke James of Courland (1638–82)	1638	1682	Alexander Berkis	1956
The Jews and the Constitutional Struggle in the Thirteenth Century Crowns of Aragon	0	0	Jerome Shneidman	1957
The Making of Statutes in French Provincial Councils, 1049–1305	1049	1305	Richard Kay	1959
The American and British Missionary Concept of Chinese Civilization in the Nineteenth Century	0	0	James McCutcheon	1959
The Latin American Policy of the Second Cleveland Administration	0	0	Walter LaFeber	1959
Alexis de Tocqueville and England	0	0	Seymour Drescher	1960
Infamia in the Decretists from Rufinus to Johannes Teutonicus	0	0	John Livingston	1962
The Geats of Beowulf: Study in the Geographical Mythology of the Middle Ages	0	0	Jane Leake	1963
The Geometrical Optics of Robert Grosseteste	0	0	Bruce Eastwood	1964
Clarence Darrow: Sentimental Rebel	0	0	John Livingston	1965
Gulab Singh of Jammu Ladakh, and Kashmir, 1792-1846	1792	1846	Bawa Singh	1966
Old Bob La Follette: Champion of the People	0	0	Eugene Manning	1966
Changing Thought Patterns of Three Generations of Catholic Clergymen of the Boston Archdiocese from 1850 to 1910	1850	1910	Donna Merwick	1968
Donald Richberg and American Liberalism	0	0	Thomas Vadney	1968
Dewey and the University	0	0	Neil Coughlan	1968
Money and Prices in Medieval Genoa (1155-1255)	1155	1255	William Bonds	1968
Woodrow Wilson and the Evolution of the New Diplomacy	0	0	Sidney Bell	1969
The Caliphate of Hamdullahi, ca. 1818-1864: A Study in African History and Tradition	1818	1864	William Brown	1969
The New Deal in Georgia: An Administrative History	0	0	Michael Holmes	1969
The Definition of Economic Independence and the New Nation	0	0	Robert Bittner	1970
Professors, Publicists, and Pan Americanism, 1905-1917: A Study in the Origins of the Use of 'Experts' in Shaping American Foreign Policy	1905	1917	Donald Murphy	1970
James L. Orr: The Civil War and Reconstruction Years	0	0	Roger Leemhuis	1970
Jack B. Tenney: Molder of Anti-Communist Legislation in California, 1940-1949	1940	1949	Ingrid Scobie	1970
