title	start	end	name	year
The Irish Question in Briti Politics, 1914-1916	1914	1916	David Savage	1963
The Rebirth of Reform: A Study of Liberal Reform Movements, 1865-1872	1865	1872	Matthew Downey	1963
The Social Structure of Elbeuf (Seine-Maritime) during the Revolutionary Period, 1770-1815	1770	1815	Jeffry Kaplow	1963
The Road to Tours: The Origins of the French Communist Party, 1914-1920	1914	1920	Robert Wohl	1963
The Emergence of the Colonial Military in France, 1880-1905	1880	1905	John Munholland	1964
A Communist Failure: Occupied Austria, 1945-1950	1945	1950	William Bader	1964
The Expansion of the French Revolution in Tuscany, 1790-1801	1790	1801	Robert Litchfield	1965
The Democratic Movement of the Year VI: The Evolution and Revival of Jacobinism in France, 1797-1798	1797	1798	Isser Woloch	1965
Economic Reform in Neuzeit Austria, 1852-1859	1852	1859	Andrew Bremnan	1966
American Public Opinion and the Manchurian Crisis, 1931-1933	1931	1933	Justus Doenecke	1966
John Adams and American Foreign Affairs, 1775-1780	1775	1780	John Little	1966
The Presidential Election of 1916 in the Middle West	1916	1916	Meyer Nathan	1966
The Sources of the National Coalition of 1916: A Political History of British Social-Imperialism	1916	1916	Robert Scally	1966
Smith of New Jersey: Biography of H. Alexander Smith, United States Senator from New Jersey, 1944-1959	1944	1959	William Leary	1966
The Vargas Regime and the Politics of Extremism in Brazil, 1934-1938	1934	1938	Robert Levine	1967
From Town to City, Springfield, Massachusetts, and the Meaning of Community, 1840-1880	1840	1880	Michael Frisch	1967
Crossroads of Patriotism in Imperial Japan: Shiga Shigetaka (1863-1927), Uchimura Kanzo (1861-1930), and Nitobe Inazo (1862-1933)	1862	1933	Kimitada Miwa	1967
The Anti-Appeasers: Backbench Conservative Critics of the National Government's Foreign-Policy, 1931-1940	1931	1940	John Thompson	1967
The Right in the French National Assembly, 1789-1791	1789	1791	Philip Kolody	1967
Decentralization and Self-Government in Russia, 1855-1865	1855	1865	S. Frederick Starr	1968
Conflicts and Conspiracies: Brazil and Portugal, 1750-1807	1750	1807	Kenneth Maxwell	1969
The Revolution of 1905 and the Movement for Estonian National Autonomy, 1896-1907	1896	1907	Toivo Raun	1969
The Riots in Nimes in 1790 and the Origins of a Popular Counterrevolutionary Movement	1790	1790	James Hood	1969
Polarization in French Politics, 1909-1914	1909	1914	David Sumler	1969
Charles Ives and American Culture: The Process of Development, 1874-1921	1874	1921	Frank Rossiter	1970
New Jersey Politics and National Policy-Making, 1865-1868	1865	1868	Kent Peterson	1970
Bolsheviks, Professors, and the Reform of Higher Education in Soviet Russia, 1917-1921	1917	1921	James McClelland	1970
The Jury System and Its Role in Russia's Legal, Social, and Political Development from 1857 to 1914	1857	1914	John Atwell	1970
Bourbonism and Populism in Tennessee, 1875-1896	1875	1896	Roger Hart	1970
The State and Industrialization in Russian Economic Thought, 1909-1914	1909	1914	Gregory Guroff	1970
The Agrarian Movement in Bulgana, 1899-1918	1899	1918	John Bell	1970
Campomanes and the Secular Clergy in Spain, 1760-1780: Enlightenment vs Tradition	1760	1780	Charles Noel	1970
The Young Officers and the February 26, 1936, Army Rebellion in Japan	1936	1936	Ben-Ami Shillony	1971
A Study of Afro-American and Ethiopian Relations: 1896-1941	1896	1941	William Scott	1971
The Simplification of American Life: Hollywood Films of the 1930s	1930	1930	Jeffery Paine	1971
Ohio and the Color Line: Racial Discrimination and Negro Responses in a Northern State, 1860-1915	1860	1915	David Gerber	1971
Robert Rantoul, Jr, 1805-1852: Politics and Reform in Antebellum Massachusetts	1805	1852	Robert Bulkley	1971
Police Reform in Russia, 1858-1878	1858	1878	Robert Abbott	1971
The Spanish Army, 1868-1898: Structure, Function and Politics	1868	1898	Daniel Headrick	1971
The Girondists and the 'Propaganda War' of 1792: A Re-evaluation of French Revolutionary Foreign Policy from 1791 to 1793	1791	1793	Frank Kidner	1971
Decision for War: The Domestic Political Context of French Diplomacy, 1911-1914	1911	1914	Geoffrey Chapman	1971
The Provisional Republic, the Collapse of the French Resistance Front and the Origins of PostWar Politics: 1944-1946	1944	1946	Steven Kramer	1971
Ishiwara Kanji (1889-1949) and the Japanese Army	1889	1949	Mark Peattie	1972
The Development of National Consciousness in Subcarpathian Rus, 1918-1945	1918	1945	Paul Magocsi	1972
Atlanta, Gate City of the South, 1847 to 1885	1847	1885	James Russell	1972
The Republican Federation of France during the 1930's	1930	1930	William Irvine	1972
The Catholic Church and the Christian Social Party in Lower Austria, 1885-1907	1885	1907	Gavin Lewis	1972
Hiram R. Revels, 1827-1901: A Biography	1827	1901	Julius Thompson	1973
The Reorganization of the Soviet Command System for Total War: 1939-1941	1939	1941	Kenneth Taylor	1973
The Revolt against Virginia: Republican Politics and the Commencement of the War of 1812	1812	1812	John Stagg	1973
City Planning in Russia: The Development of Odessa, 1789-1892	1789	1892	Frederick Skinner	1973
The Brazilian Army and Politics, 1850-1894	1850	1894	John Schulz	1973
The United States Army during the 1930s	1930	1930	Robert Miller	1973
The Qajar Response to Russia's Military Challenge, 1804-28	1804	1828	Colin Meredith	1973
City Planning in Turin, 18001865, from Napoleon I to the First Capital of Italy	1800	1800	Claude Bergeron	1973
The Politics of Internal Order: French Government and Revolutionary Labor, 1898-1914	1898	1914	Arthur Calhoun	1973
The English Sunday School and the Formation of a Respectable Working Class, 1780-1850	1780	1850	Thomas Laqueur	1973
Business and Politics in the Third Republic: The Comité des Forges and the French Steel Industry, 1896-1914	1896	1914	Michael Rust	1973
Crisis in the Paris Parlement: The Grand Chambriers, 1774-1789	1774	1789	Bailey Stone	1973
The Prussian Universities and the Research Imperative, 1806 to 1848	1806	1848	Roy Turner	1973
Abd al-Qadir and the Algerians: Resistance to the French and Internal Consolidation (1832-1839)	1832	1839	Raphael Danziger	1974
Socialism, Feminism, and the New Morality: The Separate Freedoms of Max Eastman, William English Walling, and Floyd Dell, 1910-1930	1910	1930	Frank Stricker	1974
The Reform of Higher Education in Russia during the Reign of Nicholas I, 1825-1855	1825	1855	Steven Allister	1974
The Origins of American Sociology: A Study in the Ideology of Social Science, 1865-1895	1865	1895	Gunther Brandt	1974
Lu Liu-Jiang (1629-83) and the Tseng Ching Case (1728-33)	1728	1733	Thomas Fisher	1974
American Diplomacy and the Atomic Bomb, 1945-1947	1945	1947	Gregory Herken	1974
Urban Growth and Social Change in the South, 1870-1920: Greensboro, North Carolina as a Case Study	1870	1920	Samuel Kipp	1974
The Scalawags of North Carolina, 1850-1868	1850	1868	James Lancaster	1974
The Gospel of Order: Woodrow Wilson and the Development of His Religious, Political, and Educational Thought, 1856-1910	1856	1910	John Mulder	1974
The Role of Soviet Bloc Countries in the Political, Economic and Social Developments of Uganda, 1945-1970	1945	1970	James Mulira	1974
'We Busted Because We Failed': Florida Politics, 1880-1908	1880	1908	Arnold Pavlovsky	1974
Appeasement and Isolation: The Relationship of British and American Foreign Policies, 19351938	1935	1935	Richard Harrison	1974
The International Harvester Company in Russia: A Case Study of a Foreign Corporation in Russia from the 1860s to the 1930s	1930	1930	Elizabeth Pickering	1974
Sigmund Freud's Early Studies of the Neuroses, 1886-1905	1886	1905	Kenneth 	1974
The Protestant Church in Wiirttemberg, 1918-1925: Church, State and Society in the Weimar Republic	1918	1925	David Diephouse	1974
National Liberalism and the Mass Politics of the German Right, 1890-1907	1890	1907	Anthony O'Donnell	1974
Society, Religion, and Revivalism: The Second Great Awakening in New Jersey, 1780-1830	1780	1830	Martha Blauvelt	1975
Agrarian Elites and the Origins of Italian Fascism: The Province of Bologna, 1901-1922	1901	1922	Anthony Cardoza	1975
The Prague Germans 1861-1914: The Problems of Ethnic Survival	1861	1914	Gary Cohen	1975
The Moscow Progressists: Russian Industrialists in Liberal Politics, 1905-1914	1905	1914	James West	1975
In Search of the Oriental Past: The Life and Thought of Naito Konan (1866-1934)	1866	1934	Yue-him Tam	1975
Technological Utopianism and American Culture, 1830-1940	1830	1940	Howard Segal	1975
The Search for Japan's National Character and Distinctiveness: Yanagita Kunio (1875-1962) and the Folklore Movement	1875	1962	Ronald Morse	1975
Conceptual and Generational Change in German Physics: The Case of Electricity, 1800-1846	1800	1846	Kenneth Caneva	1975
From Sultanate to Republic: Mustafa Kemal Ataturk and the Structure of Turkish Politics, 1922-1924	1922	1924	Michael Finefrock	1976
The Russian University in Crisis: 1899-1911	1899	1911	Samuel Kassow	1976
European-African Interaction in the Precolonial Period: Saint Louis, Senegal, 1758-1854	1758	1854	Michael Marcson	1976
Toward a Historical Sociology of the Ukrainian Ideologues in the Russian Empire of the 1830s and 1840s	1840	1840	Orest Pelech	1976
Political Ideology and the Internal Revolution in Pennsylvania, 1776-1790	1776	1790	Douglas Arnold	1976
The London Irish: A Study in Political Activism, 1870-1910	1870	1910	Harrington Benjamin	1976
The Maturing of Social Anthropology at Cambridge: W. H. R. Rivers and His Disciples in the Development of Kinship Studies, 1898-1931	1898	1931	Ian Langham	1976
Moral Reform and Prostitution in New York City, 1830-1860	1830	1860	Larry Whiteaker	1977
The Black Student at the Black College, 1880-1964	1880	1964	Monroe Little	1977
Blacks in the Rural North: Paulding County, Ohio, 1860-1900	1860	1900	Kenneth Goings	1977
Spreading the Word: Primary Education and the Zemstvo in Moscow Province, 1864-1910	1864	1910	Arthur Eklof	1977
Overseas Study in the Meiji Period: Japanese Students in America, 1867-1902	1867	1902	James Conte	1977
A Provincial Landowner: A. T. Bolotov (1738-1833)	1738	1833	John Brown	1977
State, Estate and Society in Tsarist Russia: The Question of Local Government, 1900-1908	1900	1908	Neil Weissman	1977
The Rise of Radiation Protection: Science, Medicine and _ Technology in Society, 1896-1935	1896	1935	Daniel Serwer	1977
Regeneration and Pacification: Modernization and the Agents of Social Control, Spain, 1895-1917	1895	1917	Diana Velez	1977
The Origins of Experimental Physiology and Pharmacology in France, 1790-1820: Bichat and Magendie	1790	1820	John Lesch	1977
Imperial Finale: Crisis, Decolonization, and War in Spain, 1890-1898	1890	1898	Thomas Baker	1977
'Mexican Army': The Democratic Party, 1924-28	1924	1928	Grover Goodwin	1978
Dollars and Diplomacy: United States Foreign Policy, 1909-1913	1909	1913	Robert Hannigan	1978
The Structure of Pennsylvania Politics, 1739-1766	1739	1766	Robert Hohwald	1978
The Impact of the Second World War on the Gold Coast: 1939-1945	1939	1945	Wendell Holbrook	1978
Poverty, Class Consciousness, and Racial Conflict: The Social Basis of Trade Union Politics in the UAW-CIO, 1937-1955	1937	1955	Gilbert Moore	1978
Social Imperialism and the British Youth Movement, 1880-1914	1880	1914	Frank Broadhead	1978
Science and the 'Woman Question,' 1860-1920: A Study of English Scientific Periodicals	1860	1920	Elizabeth Fee	1978
A Political History of the United States Virgin Islands, 1917 to 1967	1917	1967	John Walters	1979
The Destruction of a Revolution: Polity, Economy and Society in Brazil, 1750-1895	1750	1895	Roger Colson	1979
Blacks in Buxton and Chatham, Ontario, 1830-1890: Did the 49th Parallel Make a Difference	1830	1890	Jonathan Walton	1979
The Travail of Freedom: Mississippi Blacks, 1862-1870	1862	1870	William Woods	1979
The Making of Carlism in Vizcaya (1814-1833)	1814	1833	Renato Barahona Arévalo	1979
Personality and Society: The Protestant Social Congress, 1890-1914	1890	1914	Harry Liebersohn	1979
The First Revolution: Boston Merchants and the Acts of Trade, 1760-1774	1760	1774	John Tyler	1980
The Ionists: Founding Physical Chemistry, 1872-1890	1872	1890	Robert Root-Bernstein	1980
Dneprostroi, 1927-1932: A Model of Soviet Socialist Planning and Construction	1927	1932	Anne Rassweiler	1980
Worker and Community: The Social Structure of a Nineteenth-Century American City, Albany, New York, 1850-1884	1850	1884	Brian Greenberg	1980
Blacks in Topeka, Kansas, 1865-1915: A Social History	1865	1915	Thomas Cox	1980
The Plantation Mistress: Another Side of Southern Slavery, 1780-1835	1780	1835	Catherine Clinton	1980
Workers on the Edge: Work, Leisure, and Politics in Industrializing Cincinnati, 1830-1890	1830	1890	Steven Ross	1980
The Harbor Barons: Political and Commercial Elites and the Development of the Port of Rotterdam, 1824-1892	1824	1892	Maureen Callahan	1981
The Political and Economic Thought of Woodrow Wilson, 1875-1902	1875	1902	Niels Thorsen	1981
Work and Management in the Montgolfier Paper Mill, 1761-1804	1761	1804	Leonard Rosenband	1981
The Origin of Oppositional Nationalism in France (1881-1889)	1881	1889	Steven Englund	1981
The Changing Image of Blacks in American Film, 1944-1973	1944	1973	Charlotte Ashton	1981
American Military Diplomacy, 1898-1949: The Role of Frank Ross McCoy	1898	1949	Andrew Bacevich	1981
From Equal Suffrage to Equal Rights: The National Woman's Party, 1913-1923	1913	1923	Christine Lunardini	1981
Theater in Munich, 1890-1914: A Study in the Social Origins of Modernist Culture	1890	1914	Peter Jelavich	1982
Slave Emancipation and the Transition to Free Labor in Cuba, 1868-1895	1868	1895	Rebecca Scott	1982
The Papers of General Smedley Darlington Butler, USMC, 1915-1918	1915	1918	Anne Venzon	1982
'Imperializing' Laboring Youth: The Transformation of the Socialization Framework in Germany 1871-1918	1871	1918	Derek Linton	1983
Nature, Nobility, and Neurology: The Ideological Origins of 'Art Nouveau' in France, 1889-1900	1889	1900	Debora Silverman	1983
From Artisans to Businessmen: Master Mechanics in New England, 1789-1850	1789	1850	Gary Kornblith	1983
Advertising and Society in England, 1720-1820: A Statistical Analysis of Yorkshire Newspaper Advertisements	1720	1820	John Looney	1983
Government and Energy: The Demonstration Program for Synthetic Liquid Fuels, 1944-1955	1944	1955	Joseph Marchese	1983
The Wilson Administration, Organized Labor, and the Colorado Coal Strike, 1913-1914	1913	1914	Manfred Boemeke	1983
Russia and the Making of Modern China, 1900-1916	1900	1916	Chang Kuo Tuan	1983
The Menshevik Opposition to the Bolshevik Regime and the DILEMMA of Soviet Power, October 1917-January 1919	1917	1919	Vladimir Brovkin	1984
The Nationalization of the Textile Industry of Soviet Russia, 1917-1920: Industrial Administration and the Workers during the Russian Civil War	1917	1920	William Husband	1984
The Revolution in Düsseldorf, 1918-19	1918	1919	Elizabeth Tobin	1984
United States Plans for a Postwar Overseas Military Base System, 1942-1948	1942	1948	Elliott Converse	1984
Knowing and History: The Resurgence of French Hegelianism from the 1930s through the Postwar Period	1930	1930	Michael Roth	1984
Eisenhower's Conditional Crusade: The Eisenhower Administration and Civil Rights, 1953-1957	1953	1957	Michael Mayer	1984
The Campaign of the 25,000ers: A Study of the Collectivization of Soviet Agriculture, 1929-1931	1929	1931	Lynne Viola	1984
Theodore Roosevelt and the Moroccan Crisis, 1904-1906	1904	1906	Peter Larsen	1984
The Culture of Executions and the Conflict over Capital Punishment in America, 1776-1860	1776	1860	Louis Masur	1985
Politics and Social Change in Soviet Industry during the 'Revolution from Above,' 1928-1931	1928	1931	Hiroaki Kuromiya	1985
Women in the Classroom Struggle: Elementary Schoolteachers in London, 1870-1914	1870	1914	Dina Copelman	1985
The Making of a Notable: Giovanni Fabbroni (1752-1822) between Enlightened Absolutism and Napoleonic Administration	1752	1822	Renato Pasta	1985
Accommodation and Resistance: Chiefs, Muslim Leaders, and Politicians in Colonial Senegal, 1890-1934	1890	1934	James Searing	1986
Development and Declines: The Port of Philadelphia and Spanish Imperial Markets, 1783-1823	1783	1823	Linda Salvucci	1986
Uranium Machines, Nuclear Explosives, and National Socialism: The German Quest for Nuclear Power, 1939-1949	1939	1949	Mark Walker	1987
The Politics of Forced Accumulation: Monetary and Financial Policy in Italy, 1914-1922	1914	1922	Douglas Forsyth	1987
Res Publicata: The Printed Word in Paris 1789-1810	1789	1810	Carla Hesse	1987
Ever-Shifting Ground: Work and Labour Relations in the Anthracite Coal Industry, 1868-1903	1868	1903	Perry Blatz	1987
The Japanese Officer Corps: The Making of a Military Elite, 1872-1945	1872	1945	Theodore Cook	1987
Paths of Resistance: American Indian Religion and the Quest for Unity, 1745-1815	1745	1815	Gregory Dowd	1987
The Road to Developmentalism: The Transition from the Good Neighbor to the Good Partner in U.S. Latin American Policy, 1946-1954	1946	1954	Antonio Gaztambide	1987
Meteorology in America, 1814-1874: Theoretical, Observational, and Institutional Horizons	1814	1874	James Fleming	1988
From Intellectual Sanctuary to Social Responsibility: The Founding of the Institute for Advanced Study, 1930-1933	1930	1933	Laura Porter	1988
A Mission to Civilize: Ideology and Imperialism in French West Africa, 1895-1930	1895	1930	Alice Conklin	1989
The Role of the Financial Panic of 1927 and Failure of the 15th Bank in the Economic Decline of the Japanese Aristocracy	1927	1927	Thomas Schalow	1989
Gentleman's Disagreement: The Controversy between the U.S. and Japan over the California Alien Land Law of 1913	1913	1913	Jun Furuya	1989
The Lawyers and the Labor Trust: A History of the American Anti-Boycott Association, 1902-19	1902	1919	Daniel Ernst	1989
The Politics of Cultural Production: The Exhibition in Fascist Italy, 1928-1942	1928	1942	Marla Stone	1990
Singing the French Revolution: Popular Songs and Revolutionary Politics, 1787-99	1787	1799	Laura Mason	1990
Artisans and Mechanics in the Political Economy of Georgia, 1790-1860	1790	1860	Michele Gillespie	1990
Unpacking a Myth: Interdisciplinary Research and the Growth of Solar System Astronomy, 1920-58	1920	1958	Ronald Doel	1990
The Politics of God and the Woman's Vote: Religion in the American Suffrage Movement, 1848-95	1848	1895	Elizabeth Clark	1990
The Process of Cultural Exchange: Publishing between France and Germany, 1769-89	1769	1789	Jeffrey Freedman	1991
The Cradle of Revolution: Politics and Society in Canton, 1900-1927	1900	1927	Michael Tsin	1991
The Gaimusho and China Affairs: Loss of Control, 1895-1938	1895	1938	Barbara Brooks	1991
From Abandonment to Salvation: The Evolution of U.S. Policy Toward Taiwan, 1949-1950	1949	1950	David Finkelstein	1991
Before the Age of Capital: Manufacturing Interests and the British State, 1780-1800	1780	1800	Vivien Dietz	1991
Credit and Commercial Society in France, 1740-1780	1740	1780	Thomas Luckett	1992
'Sometimes I Wonder How I Keep from Going Under': Young People in Poor Black Philadelphia and the Formation of a Collective Experience, 1940-1990	1940	1990	Carl Nightingale	1992
Philosophy in the Comptoir: The Berlin Bookseller-Publisher Friedrich Nicolai, 1733-1811	1733	1811	Pamela Selwyn	1992
Mysteries of the Acoustic: Architectural Acoustics in America, 1800-1932	1800	1932	Emily Thompson	1992
The Rise and Fall of 'Old Corruption': Economical Reform and British Political Culture, 1779-1846	1779	1846	Philip Harling	1992
To Tell the Truth Freely: Ida B. Wells and the Politics of Race, Gender, and Reform in America, 1880-1913	1880	1913	Patricia Schechter	1993
Not Since Noah: The English Scientific Zoologists and the Craft of Collecting, 1800-1840	1800	1840	Anne Larsen	1993
Imagining the Middle Class: Languages and the Politics of Representation in Britain, 1780s-1830s	1780	1780	Dror Wahrman	1993
Commerce and Consent: Edmund Burke and the Imperial Problem during the American Revolution, 1757-1775	1757	1775	Jean Le Saux	1993
Scientific Instrument Makers at the Royal Society of London, 1720-1780	1720	1780	Richard Sorrensen	1994
Scientists and Swindlers: Coal, Oil, and Scientific Consulting in the American Industrial Revolution, 1830-1870	1830	1870	Paul Lucier	1994
Masters and Slaves in the Market: Slavery and the New Orleans Trade, 1804-64	1804	1864	Walter Johnson	1994
Americanizing the Paris Commune, 1861-1877	1861	1877	Philip Katz	1994
Peasantry and Slavery in Brazil, 1770-1875	1770	1875	Guillermo Palacios	1994
The Dynamics of Nationalism: Chinese Revolution and Sino-American Relations, 1926-1931	1926	1931	Zhitian Luo	1994
Talents, Intelligence, and the Constructions of Human Difference in France and America, 1750-1920	1750	1920	John Carson	1994
Understanding Dictatorship and Defining Democracy in American Public Culture, 1930-45	1930	1945	Benjamin Alpers	1994
Stuck in the Middle: Middle Class and Class Society in Modern Brazil, 1850-1950	1850	1950	Brian Owensby	1994
Politics, Religion, and the Fate of Classical Political Economy: John Stuart Mill and His Followers, 1860-75	1860	1875	Jeffrey Lipkes	1995
The Politics of Labor, Race, and Liberalism in the Auto Plants and the Motor City, 1940-80	1940	1980	Heather Thompson	1995
The Reconstruction of White Supremacy: Reaction and Reform in Ben Tillman's World, 1847-1918	1847	1918	Stephen Kantrowitz	1995
Race, Sex, and Citizenship: Biracial Democracy in Readjuster Virginia, 1879-83	1879	1883	Jane Dailey	1995
The Undaunted Democracy: Jacksonian Antislavery and Free Soil, 1828-48	1828	1848	Jonathan Earle	1996
A Hideous Monster of the Mind: American Race Theory, 1787-1859	1787	1859	Bruce Dain	1996
Cultures of Bacteriology: Formation and Transformation of a Science in France and Germany, 1870-1914	1870	1914	John Mendelsohn	1996
Sleepy Lagoon: The Politics of Youth and Race in Wartime Los Angeles, 1940-45	1940	1945	Eduardo Pagan	1996
The Transformation of the American Criminal Trial, 1790-1875	1790	1875	Michael Millender	1996
The Agricultural Awakening of Latin America: Science, Development, and Nature, 1900-30	1900	1930	Stuart McCook	1996
Emil du Bois-Reymond: The Making of a Liberal German Scientist, 1818-51	1818	1851	Gabriel Finkelstein	1996
Forging a Northern Strategy: Civil Rights in Liberal Democratic Politics, 1940-48	1940	1948	Jennifer Delton	1997
Constructing a Colony on the Nile, c. 1820-70	1820	1870	Shamil Jeppie	1997
Like Strangers: Blacks, Whites, and New York City's Ocean Hill-Brownsville Crisis, 1945-80	1945	1980	Jerald Podair	1997
Crying the News: Children, Street Work, and the American Press, 1830s-1920s	1830	1830	Vincent DiGirolamo	1997
Republican Hacienda and Federalist Politics: The Making of 'Liberal' Oligarchy in San Luis Potosi, 1767-1853	1767	1853	Barbara Corbett	1997
Race over Empire: Racism and United States Imperialism, 1865-1900	1865	1900	Eric Love	1997
Democracy in Pennsylvania: Political, Social, and Economic Arguments in the Jeffersonian Party, 1790-1820	1790	1820	Andrew Shankman	1997
Walling In and Walling Out: The Politics and Propaganda of the Second Berlin Crisis, 1958-62	1958	1962	Kara Fulcher	1998
The Pragmatic Empire: U.S. Anthropology and Colonial Politics in the Occupied Philippines, 1898-1916	1898	1916	Paul Kramer	1998
Colonialism and the Culture of Nationalism in the Northern Sudan, 1898-1956	1898	1956	Heather Sharkey	1998
New Technology, New People, New Organizations: The Rise of the MOS Transistor, 1945-75	1945	1975	Ross Bassett	1998
Empire of Nations: Colonial Technologies and the Making of the Soviet Union, 1917-39	1917	1939	Francine Hirsch	1998
God's Long Journey: African American Religion and History in the Mississippi Delta, 1875-1915	1875	1915	John Giggie	1998
The British Spontaneous Generation Debates of 1860-80: Medicine, Evolution, and Laboratory Science in the Victorian Context	1860	1880	James Strick	1998
The Perils of Pragmatism: Sidney Hook's Journey through Philosophy and Politics, 1902-56	1902	1956	Richard Horn	1998
Unruly Men: Indians, Settlers, and the Ethos of Frontier Patriarchy in the Upper Tennessee Watershed, 1763-1815	1763	1815	Nathaniel Sheidley	1999
Confined to Womanhood: Women, Prisons, and Race in the State of New York, 1890-1935	1890	1935	Cheryl Hicks	1999
Education Reform in Moscow Secondary Schools, 1958-64	1958	1964	Loretta Fleurs	1999
Crime, Punishment, and the Making of Modern Japan, 1790-1895	1790	1895	Daniel Botsman	1999
Modernity and the Scientific Study of Emotions, 1880-1950	1880	1950	Otniel Dror	1999
Merging Chinese and Western Mathematics: The Introduction of Algebra and Calculus in China, 1859-1903	1859	1903	Michael Hu	1999
Treasures of the Nation: Japanese Approaches to Juvenile Delinquency, 1895-1945	1895	1945	David Ambaras	1999
The Pennsylvania Legislature, 1740-1820	1740	1820	Anthony Joseph	1999
Imagining Internationalism: The Workers of Alsace, 1830-1945	1830	1945	David Harvey	1999
Reforming Race in Cuba, 1902-40	1902	1940	Alejandra Bronfman	2000
The Campaign for Soviet Trade: Creating Socialist Retail Trade in the 1930s	1930	1930	Amy Randall	2000
Engineering Culture and the Production of Proprietary Knowledge: An Intellectual History of Anti-lock Braking Systems, 1958-78	1958	1978	Ann Johnson	2000
A Right to Welfare? Poor Women, Professionals, and Poverty Programs, 1935-75	1935	1975	Felicia Kornbluh	2000
Blacks on the Borders: African Americans' Transition from Slavery to Freedom in Texas and the Indian Territory, 1836-1907	1836	1907	Barbara Krauthamer	2000
The Making of a Hinterland: Environment and Politics in Mweru-Luapula, 1880s-1990s	1880	1880	David Gordon	2000
Ladies and Lynching: The Gendered Discourse of Mob Violence in the New South, 1880-1930	1880	1930	Crystal Feimster	2000
The Trumpets of Jericho: Domestic Missions and Religious Revival in France, 1814-30	1814	1830	Maria Riasanovsky	2001
Indigenous Politics and State-Formation in Oaxaca and Yucatan, 1808-56	1808	1856	Karen Caplan	2001
Infectious Fear: Tuberculosis, Public Health, and the Logic of Race and Illness in Baltimore, Maryland, 1880-1930	1880	1930	Samuel Roberts	2001
America Surveyed: The Making of a Social Scientific Public, 1920-60	1920	1960	Sarah Igo	2001
The Goods Vanish: Government Interventions in the Ghanaian Marketplace, 1939-92	1939	1992	Helima Croft	2001
Sojourners in a Strange Land: The Impact of Northern Urbanization on Black Pentecostal Identity and Culture in Chicago, 1940-80	1940	1980	Shalanda Dexter-Rogers	2001
Rough Music: The Cultural Politics of American Radio Broadcasting, 1920-32	1920	1932	Clifford Doerksen	2002
Nueba Yol: Migration and Popular Culture in Santo Domingo and New York, 1950-92	1950	1992	Jesse Hoffnung-Garskof	2002
Search for Sanctity in Baroque Seville: the Canonization of San Fernando and the Making of Golden‐Age Culture, 1624‐1729	1729	1729	Amanda Wunder	2002
Justice and Comfort: Peronist Political Culture and the Search for a New Argentina, 1930-55	1930	1955	Eduardo Elena	2002
Navigating Imperialism in China: Steamship, Semicolony, and Nation, 1860-1937	1860	1937	Anne Reinhardt	2002
The Untold Story: Kikuyu Christians, Memories, and the Kikuyu Independent Schools Movement in Kenya, 1922-62	1922	1962	James Wilson	2002
The Work of Civil Rights in the 1940s: The Department of Justice, the NAACP, and African American Agricultural Labor	1940	1940	Risa Goluboff	2003
Brokers between Worlds: Chinese Merchants and Legal Culture in the Pacific Northwest, 1852-1925	1852	1925	Todd Stevens	2003
Principles and Problems: Constructions of Theoretical Physics in Germany, 1890-1918	1890	1918	Suman Seth	2003
The Navy Must Be Made Efficient: Samuel Francis Du Pont, Reformer and Strategist, 1851-63	1851	1863	Kevin Weddle	2003
Terror from Within: Participation and Coercion in Soviet Power, 1924-64	1924	1964	Cynthia Hooper	2003
Education for a Moral Republic: Schools, Reform, and Conflict in Colombia, 1780-1845	1780	1845	Meri Clark	2003
Three African American Marriages in the World of E. Franklin Frazier, 1930-67	1930	1967	Anastasia Curwood	2003
Darwin's Legacy in the Arab East: Science, Religion, and Politics, 1870-1914	1870	1914	Marwa Elshakry	2003
Instruments of Incorporation: Rangers, Mounties, and the North American Frontier, 1876-1910	1876	1910	Andrew Graybill	2003
Mass Media and the Remaking of Soviet Culture, 1950s-60s	1950	1950	Kristin Roth-Ey	2003
Power and Authority in Late Colonial Peru: Viceroys, Merchants, and the Military, 1775-1821	1775	1821	Patricia Marks	2003
Replanting and Restoring the Douglas Fir: Forest Science and Forest Practice in the Pacific Northwest, 1890-1973	1890	1973	Emily Brock	2004
Print in the Provinces: The 1764 Survey of the French Book Trade	1764	1764	Thierry Rigogne	2004
Dangerous Neighbors: Slavery, Race, and St. Dominque in the Early American Republic, 1780-1808	1780	1808	James Dun	2004
The Community of Smyrna/Izmir in 1821: Social Reality and Nationalist Ideologies	1821	1821	Christine  Philliou	2004
The Last Maoist War: Chinese Cadres and Conscripts in the Third Indochina War, 1978-91	1978	1991	Edward O'Dowd	2004
The Promise of Wilderness: A History of the American Environmental Movement, 1964-94	1964	1994	James Turner	2004
Passage to Modernity: American Social Scientists, India, and the Pursuit of Development, 1945-61	1945	1961	Nicole Sackley	2004
Obscenity Regulation, New York City, and the Creation of American Erotica, 1820-80	1820	1880	Donna Dennis	2005
Race Uplift, Professional Identity, and the Transformation of Civil Rights Lawyering and Politics, 1920-40	1920	1940	Kenneth Mack	2005
Engineers and the Intellectual Crisis of Technology, 1957-73	1957	1973	Matthew Wisnioski	2005
Governed by Emergency: Economic Policy-Making in Argentina, 1973-91	1973	1991	Klaus Veigel	2005
Pilgrims, Holy Places, and the Multi-Confessional Empire: Russian Policy toward the Ottoman Empire under Tsar Nicholas I, 1825-55	1825	1855	Eileen Kane	2005
